object_type,entry_time,exit_time,zone_of_entrance,zone_of_exit,camera_id
female,06.09.2025 10:50:24,06.09.2025 10:53:47,None,Entrance 1,2
male,06.09.2025 10:51:33,06.09.2025 10:54:33,Entrance 1,Entrance 1,2
male,06.09.2025 10:50:11,06.09.2025 10:54:53,Entrance 1,Entrance 1,2
female,06.09.2025 10:51:45,06.09.2025 10:55:16,Entrance 1,None,2
female,06.09.2025 10:53:41,06.09.2025 10:57:20,Entrance 1,Entrance 1,2
car,06.09.2025 10:04:16,06.09.2025 11:00:34,None,None,1
male,06.09.2025 10:53:32,06.09.2025 11:01:57,Entrance 1,None,2
male,06.09.2025 10:55:42,06.09.2025 11:02:50,Entrance 1,Entrance 1,2
female,06.09.2025 11:00:02,06.09.2025 11:03:40,Entrance 1,Entrance 1,1
male,06.09.2025 10:59:00,06.09.2025 11:03:54,Entrance 1,Entrance 1,2
male,06.09.2025 11:00:30,06.09.2025 11:04:14,Entrance 1,Entrance 2,1
male,06.09.2025 10:56:58,06.09.2025 11:04:24,Entrance 1,Entrance 1,2
male,06.09.2025 11:00:18,06.09.2025 11:05:22,Entrance 1,Entrance 2,1
male,06.09.2025 11:00:23,06.09.2025 11:05:35,Entrance 1,Entrance 1,1
male,06.09.2025 11:00:49,06.09.2025 11:05:44,Entrance 1,Entrance 1,2
male,06.09.2025 10:58:41,06.09.2025 11:06:04,Entrance 1,Entrance 1,2
male,06.09.2025 11:00:45,06.09.2025 11:07:01,Entrance 2,Entrance 2,1
male,06.09.2025 10:59:31,06.09.2025 11:07:07,Entrance 1,Entrance 1,2
male,06.09.2025 11:00:01,06.09.2025 11:07:34,Entrance 2,Entrance 2,1
female,06.09.2025 11:02:58,06.09.2025 11:07:58,Entrance 1,None,1
male,06.09.2025 11:01:27,06.09.2025 11:08:07,Entrance 1,Entrance 2,1
male,06.09.2025 11:02:51,06.09.2025 11:08:27,Entrance 2,Entrance 2,1
car,06.09.2025 10:33:09,06.09.2025 11:09:28,None,None,2
male,06.09.2025 11:04:28,06.09.2025 11:11:30,Entrance 1,Entrance 2,1
male,06.09.2025 11:01:47,06.09.2025 11:11:47,Entrance 2,Entrance 2,1
male,06.09.2025 11:06:22,06.09.2025 11:11:50,None,Entrance 1,1
female,06.09.2025 11:05:53,06.09.2025 11:11:57,Entrance 1,Entrance 1,2
male,06.09.2025 11:07:07,06.09.2025 11:12:36,Entrance 1,Entrance 1,2
male,06.09.2025 11:10:02,06.09.2025 11:13:55,Entrance 1,Entrance 1,1
male,06.09.2025 11:06:00,06.09.2025 11:13:59,Entrance 2,None,1
male,06.09.2025 11:06:49,06.09.2025 11:15:11,Entrance 2,Entrance 1,1
female,06.09.2025 11:12:28,06.09.2025 11:15:40,Entrance 1,Entrance 1,2
male,06.09.2025 11:13:16,06.09.2025 11:16:50,Entrance 1,Entrance 2,1
male,06.09.2025 11:14:33,06.09.2025 11:17:33,Entrance 1,Entrance 2,1
female,06.09.2025 11:13:33,06.09.2025 11:17:37,Entrance 1,Entrance 1,1
female,06.09.2025 11:10:49,06.09.2025 11:18:01,Entrance 1,Entrance 2,1
female,06.09.2025 11:11:02,06.09.2025 11:18:25,Entrance 1,Entrance 1,2
male,06.09.2025 11:10:22,06.09.2025 11:18:58,Entrance 1,Entrance 1,2
male,06.09.2025 11:09:04,06.09.2025 11:19:04,Entrance 2,Entrance 2,1
male,06.09.2025 11:16:25,06.09.2025 11:19:28,Entrance 1,Entrance 2,1
male,06.09.2025 11:16:37,06.09.2025 11:19:37,Entrance 1,Entrance 1,1
female,06.09.2025 11:14:01,06.09.2025 11:20:13,Entrance 2,None,1
male,06.09.2025 11:17:37,06.09.2025 11:20:56,Entrance 1,Entrance 1,1
male,06.09.2025 11:17:27,06.09.2025 11:21:04,Entrance 1,Entrance 1,1
female,06.09.2025 11:18:26,06.09.2025 11:21:41,None,Entrance 1,1
male,06.09.2025 11:20:47,06.09.2025 11:24:01,Entrance 1,Entrance 1,2
female,06.09.2025 11:21:50,06.09.2025 11:24:51,Entrance 1,Entrance 1,1
female,06.09.2025 11:20:05,06.09.2025 11:25:20,Entrance 2,Entrance 1,1
male,06.09.2025 11:18:52,06.09.2025 11:25:34,Entrance 1,Entrance 1,2
female,06.09.2025 11:22:13,06.09.2025 11:25:56,Entrance 1,Entrance 1,2
female,06.09.2025 11:24:43,06.09.2025 11:27:43,Entrance 1,Entrance 1,1
female,06.09.2025 11:21:33,06.09.2025 11:28:01,Entrance 1,None,2
male,06.09.2025 11:23:23,06.09.2025 11:28:12,Entrance 1,Entrance 2,1
male,06.09.2025 11:24:38,06.09.2025 11:28:14,Entrance 1,Entrance 1,2
male,06.09.2025 11:22:59,06.09.2025 11:28:39,Entrance 1,Entrance 1,2
male,06.09.2025 11:25:05,06.09.2025 11:29:35,Entrance 2,Entrance 1,1
female,06.09.2025 11:21:50,06.09.2025 11:30:13,Entrance 2,Entrance 1,1
male,06.09.2025 11:24:10,06.09.2025 11:30:16,Entrance 1,Entrance 1,2
male,06.09.2025 11:20:36,06.09.2025 11:30:36,Entrance 2,Entrance 2,1
male,06.09.2025 11:29:12,06.09.2025 11:32:12,Entrance 1,Entrance 1,2
male,06.09.2025 11:29:14,06.09.2025 11:32:14,Entrance 1,Entrance 2,1
female,06.09.2025 11:22:48,06.09.2025 11:32:48,Entrance 2,Entrance 1,1
male,06.09.2025 11:27:40,06.09.2025 11:33:06,Entrance 1,Entrance 1,2
male,06.09.2025 11:30:37,06.09.2025 11:33:37,Entrance 1,Entrance 2,1
male,06.09.2025 11:30:23,06.09.2025 11:33:40,None,Entrance 1,2
car,06.09.2025 09:01:05,06.09.2025 11:34:02,None,None,1
car,06.09.2025 08:30:49,06.09.2025 11:35:51,None,None,2
female,06.09.2025 11:31:10,06.09.2025 11:38:40,Entrance 2,Entrance 2,1
male,06.09.2025 11:34:06,06.09.2025 11:39:31,Entrance 1,None,2
car,06.09.2025 11:02:56,06.09.2025 11:40:37,None,None,1
car,06.09.2025 10:58:23,06.09.2025 11:41:24,None,None,2
female,06.09.2025 11:36:13,06.09.2025 11:42:18,Entrance 2,Entrance 1,1
female,06.09.2025 11:37:50,06.09.2025 11:42:58,Entrance 1,Entrance 1,2
male,06.09.2025 11:38:52,06.09.2025 11:43:16,Entrance 1,Entrance 1,2
female,06.09.2025 11:40:44,06.09.2025 11:43:44,Entrance 1,Entrance 2,1
male,06.09.2025 11:40:31,06.09.2025 11:44:49,Entrance 1,Entrance 1,2
car,06.09.2025 11:09:20,06.09.2025 11:46:18,None,None,1
female,06.09.2025 11:42:20,06.09.2025 11:46:36,Entrance 1,Entrance 1,2
female,06.09.2025 11:44:07,06.09.2025 11:47:13,Entrance 1,Entrance 1,2
male,06.09.2025 11:40:44,06.09.2025 11:48:10,Entrance 2,Entrance 2,1
female,06.09.2025 11:47:34,06.09.2025 11:52:48,Entrance 1,Entrance 1,2
female,06.09.2025 11:48:30,06.09.2025 11:53:43,Entrance 1,Entrance 1,2
male,06.09.2025 11:50:16,06.09.2025 11:55:37,Entrance 1,Entrance 1,2
male,06.09.2025 11:55:07,06.09.2025 11:59:28,Entrance 1,Entrance 1,2
female,06.09.2025 11:58:49,06.09.2025 12:01:49,Entrance 1,None,2
male,06.09.2025 11:56:30,06.09.2025 12:02:08,Entrance 1,Entrance 1,2
car,06.09.2025 10:46:26,06.09.2025 12:02:42,None,None,1
car,06.09.2025 11:13:03,06.09.2025 12:05:25,None,None,2
male,06.09.2025 12:02:24,06.09.2025 12:06:29,Entrance 1,Entrance 2,1
male,06.09.2025 12:06:59,06.09.2025 12:10:25,Entrance 1,Entrance 1,2
female,06.09.2025 12:06:07,06.09.2025 12:11:25,Entrance 1,Entrance 1,1
car,06.09.2025 11:52:09,06.09.2025 12:11:42,None,None,2
female,06.09.2025 12:09:13,06.09.2025 12:12:13,Entrance 1,Entrance 1,1
male,06.09.2025 12:06:17,06.09.2025 12:15:11,Entrance 2,Entrance 1,1
car,06.09.2025 10:36:16,06.09.2025 12:18:42,None,None,1
male,06.09.2025 12:18:01,06.09.2025 12:26:06,Entrance 2,Entrance 1,1
car,06.09.2025 10:53:51,06.09.2025 12:26:49,None,None,2
male,06.09.2025 12:23:57,06.09.2025 12:26:57,Entrance 1,Entrance 1,2
female,06.09.2025 12:21:57,06.09.2025 12:27:43,Entrance 2,Entrance 1,1
male,06.09.2025 12:23:46,06.09.2025 12:27:55,Entrance 1,Entrance 1,2
male,06.09.2025 12:25:48,06.09.2025 12:29:25,Entrance 1,Entrance 2,1
male,06.09.2025 12:27:44,06.09.2025 12:32:15,Entrance 1,Entrance 1,2
male,06.09.2025 12:25:30,06.09.2025 12:35:30,Entrance 2,Entrance 2,1
car,06.09.2025 09:25:13,06.09.2025 12:39:36,None,None,2
car,06.09.2025 11:53:10,06.09.2025 12:41:37,None,None,2
female,06.09.2025 12:41:31,06.09.2025 12:45:49,Entrance 1,None,2
female,06.09.2025 12:46:43,06.09.2025 12:51:47,Entrance 1,Entrance 1,2
male,06.09.2025 12:47:59,06.09.2025 12:52:11,Entrance 1,Entrance 1,2
male,06.09.2025 12:46:08,06.09.2025 12:52:28,Entrance 1,Entrance 1,2
male,06.09.2025 12:48:42,06.09.2025 12:53:23,Entrance 2,Entrance 1,1
male,06.09.2025 12:49:20,06.09.2025 12:54:33,Entrance 1,Entrance 1,2
male,06.09.2025 12:50:10,06.09.2025 12:56:28,Entrance 1,Entrance 1,2
male,06.09.2025 12:53:37,06.09.2025 12:56:37,Entrance 1,Entrance 2,1
male,06.09.2025 12:53:03,06.09.2025 12:56:46,Entrance 1,Entrance 1,1
male,06.09.2025 12:49:27,06.09.2025 12:59:27,Entrance 2,Entrance 1,1
male,06.09.2025 12:51:20,06.09.2025 13:00:26,Entrance 1,Entrance 1,1
female,06.09.2025 12:57:26,06.09.2025 13:02:08,Entrance 2,Entrance 1,1
male,06.09.2025 12:59:12,06.09.2025 13:03:35,Entrance 1,Entrance 1,2
car,06.09.2025 11:43:33,06.09.2025 13:05:55,None,None,1
car,06.09.2025 11:30:43,06.09.2025 13:06:30,None,None,2
car,06.09.2025 11:36:18,06.09.2025 13:13:52,None,None,2
car,06.09.2025 08:17:10,06.09.2025 13:17:10,None,None,1
male,06.09.2025 13:13:19,06.09.2025 13:17:14,None,None,2
car,06.09.2025 11:19:33,06.09.2025 13:17:58,None,None,1
male,06.09.2025 13:24:42,06.09.2025 13:30:30,Entrance 1,Entrance 1,2
female,06.09.2025 13:27:29,06.09.2025 13:30:45,Entrance 1,Entrance 1,2
female,06.09.2025 13:24:07,06.09.2025 13:32:42,Entrance 1,Entrance 1,1
female,06.09.2025 13:29:27,06.09.2025 13:32:42,Entrance 1,Entrance 1,1
female,06.09.2025 13:32:05,06.09.2025 13:37:01,Entrance 1,Entrance 1,2
female,06.09.2025 13:33:41,06.09.2025 13:37:47,Entrance 1,None,2
male,06.09.2025 13:38:36,06.09.2025 13:42:32,Entrance 1,Entrance 2,1
female,06.09.2025 13:42:05,06.09.2025 13:47:45,Entrance 2,Entrance 1,1
male,06.09.2025 13:46:05,06.09.2025 13:50:22,Entrance 1,Entrance 1,2
female,06.09.2025 13:47:20,06.09.2025 13:51:51,Entrance 1,Entrance 1,1
car,06.09.2025 12:41:15,06.09.2025 13:54:11,None,None,1
female,06.09.2025 13:49:50,06.09.2025 13:54:23,Entrance 1,Entrance 2,1
male,06.09.2025 13:49:24,06.09.2025 13:54:56,None,Entrance 2,1
female,06.09.2025 13:47:00,06.09.2025 13:55:26,Entrance 1,Entrance 1,2
female,06.09.2025 13:54:31,06.09.2025 13:57:31,None,Entrance 2,1
car,06.09.2025 13:25:42,06.09.2025 14:05:17,None,None,1
female,06.09.2025 14:02:11,06.09.2025 14:09:01,Entrance 1,Entrance 1,2
male,06.09.2025 14:04:58,06.09.2025 14:09:49,None,Entrance 2,1
female,06.09.2025 14:08:20,06.09.2025 14:11:20,None,Entrance 1,2
male,06.09.2025 14:02:45,06.09.2025 14:11:26,Entrance 1,Entrance 1,2
car,06.09.2025 11:29:01,06.09.2025 14:17:28,None,None,2
female,06.09.2025 14:09:40,06.09.2025 14:17:35,Entrance 2,Entrance 1,1
female,06.09.2025 14:12:21,06.09.2025 14:17:46,Entrance 1,Entrance 1,2
male,06.09.2025 14:13:34,06.09.2025 14:18:27,Entrance 1,Entrance 1,2
car,06.09.2025 13:47:10,06.09.2025 14:18:32,None,None,1
female,06.09.2025 14:16:25,06.09.2025 14:21:52,None,Entrance 1,2
female,06.09.2025 14:19:46,06.09.2025 14:26:03,Entrance 1,None,2
car,06.09.2025 12:52:36,06.09.2025 14:28:57,None,None,1
car,06.09.2025 13:57:50,06.09.2025 14:31:40,None,None,2
female,06.09.2025 14:28:15,06.09.2025 14:32:19,Entrance 1,Entrance 1,1
female,06.09.2025 14:28:59,06.09.2025 14:34:33,Entrance 2,Entrance 1,1
female,06.09.2025 14:38:25,06.09.2025 14:42:16,Entrance 1,Entrance 1,2
car,06.09.2025 11:33:02,06.09.2025 14:48:17,None,None,2
male,06.09.2025 14:40:51,06.09.2025 14:48:41,Entrance 2,Entrance 2,1
male,06.09.2025 14:44:56,06.09.2025 14:48:48,Entrance 1,Entrance 1,1
car,06.09.2025 14:25:14,06.09.2025 14:49:23,None,None,1
male,06.09.2025 14:41:52,06.09.2025 14:51:44,Entrance 1,Entrance 1,2
female,06.09.2025 14:47:57,06.09.2025 14:51:45,Entrance 1,Entrance 1,2
female,06.09.2025 14:47:48,06.09.2025 14:53:03,Entrance 1,Entrance 1,1
car,06.09.2025 13:05:08,06.09.2025 14:56:13,None,None,2
car,06.09.2025 11:14:24,06.09.2025 15:00:25,None,None,1
car,06.09.2025 13:53:55,06.09.2025 15:00:47,None,None,1
female,06.09.2025 15:00:06,06.09.2025 15:05:21,Entrance 1,Entrance 2,1
male,06.09.2025 15:07:03,06.09.2025 15:10:42,None,Entrance 1,2
male,06.09.2025 15:07:59,06.09.2025 15:13:42,Entrance 2,Entrance 1,1
female,06.09.2025 15:05:24,06.09.2025 15:15:24,Entrance 2,Entrance 1,1
female,06.09.2025 15:13:06,06.09.2025 15:16:43,None,Entrance 1,2
male,06.09.2025 15:13:00,06.09.2025 15:17:01,Entrance 1,None,2
female,06.09.2025 15:12:37,06.09.2025 15:18:53,Entrance 1,Entrance 2,1
male,06.09.2025 15:09:41,06.09.2025 15:19:41,Entrance 1,Entrance 1,2
car,06.09.2025 13:34:16,06.09.2025 15:20:36,None,None,2
female,06.09.2025 15:12:00,06.09.2025 15:20:45,Entrance 2,Entrance 1,1
car,06.09.2025 15:00:28,06.09.2025 15:20:48,None,None,1
male,06.09.2025 15:14:28,06.09.2025 15:20:59,Entrance 1,Entrance 1,2
male,06.09.2025 15:15:43,06.09.2025 15:24:04,Entrance 1,Entrance 1,2
male,06.09.2025 15:21:31,06.09.2025 15:25:10,None,Entrance 1,2
male,06.09.2025 15:18:43,06.09.2025 15:25:12,Entrance 1,Entrance 2,1
female,06.09.2025 15:22:26,06.09.2025 15:26:58,Entrance 2,Entrance 2,1
male,06.09.2025 15:17:39,06.09.2025 15:27:39,Entrance 1,Entrance 1,2
male,06.09.2025 15:28:28,06.09.2025 15:31:47,Entrance 1,Entrance 1,2
male,06.09.2025 15:30:27,06.09.2025 15:34:04,Entrance 1,Entrance 1,2
male,06.09.2025 15:31:13,06.09.2025 15:34:13,Entrance 1,Entrance 1,1
male,06.09.2025 15:25:19,06.09.2025 15:35:19,Entrance 2,Entrance 1,1
female,06.09.2025 15:25:35,06.09.2025 15:35:35,Entrance 2,Entrance 1,1
female,06.09.2025 15:35:22,06.09.2025 15:38:49,None,Entrance 1,2
female,06.09.2025 15:29:04,06.09.2025 15:39:04,Entrance 1,Entrance 1,2
male,06.09.2025 15:30:36,06.09.2025 15:39:23,Entrance 1,Entrance 1,2
male,06.09.2025 15:32:54,06.09.2025 15:39:25,Entrance 1,Entrance 1,1
male,06.09.2025 15:36:30,06.09.2025 15:40:20,Entrance 2,Entrance 1,1
male,06.09.2025 15:37:16,06.09.2025 15:41:35,Entrance 1,None,1
male,06.09.2025 15:37:14,06.09.2025 15:41:47,None,Entrance 1,1
male,06.09.2025 15:32:12,06.09.2025 15:42:12,Entrance 1,Entrance 1,1
male,06.09.2025 15:38:28,06.09.2025 15:46:31,Entrance 1,Entrance 1,2
female,06.09.2025 15:42:16,06.09.2025 15:47:17,Entrance 1,Entrance 2,1
male,06.09.2025 15:39:06,06.09.2025 15:49:06,Entrance 2,Entrance 2,1
male,06.09.2025 15:40:22,06.09.2025 15:50:22,Entrance 2,None,1
male,06.09.2025 15:43:39,06.09.2025 15:51:07,Entrance 2,Entrance 1,1
car,06.09.2025 15:12:49,06.09.2025 15:54:36,None,None,2
male,06.09.2025 15:50:09,06.09.2025 15:55:24,Entrance 2,Entrance 2,1
male,06.09.2025 15:51:20,06.09.2025 15:55:35,Entrance 1,Entrance 1,2
male,06.09.2025 15:45:55,06.09.2025 15:55:55,Entrance 1,Entrance 1,2
male,06.09.2025 15:50:12,06.09.2025 15:57:20,Entrance 1,Entrance 2,1
car,06.09.2025 12:42:44,06.09.2025 16:00:27,None,None,1
male,06.09.2025 15:55:29,06.09.2025 16:05:29,Entrance 2,Entrance 1,1
female,06.09.2025 16:03:11,06.09.2025 16:09:31,Entrance 1,Entrance 1,2
female,06.09.2025 16:07:41,06.09.2025 16:10:44,None,Entrance 1,2
female,06.09.2025 16:05:38,06.09.2025 16:11:55,Entrance 1,Entrance 1,2
male,06.09.2025 16:04:03,06.09.2025 16:14:03,Entrance 2,Entrance 2,1
male,06.09.2025 16:09:36,06.09.2025 16:14:04,Entrance 1,Entrance 2,1
female,06.09.2025 16:12:10,06.09.2025 16:17:02,Entrance 1,Entrance 2,1
female,06.09.2025 16:13:32,06.09.2025 16:17:24,Entrance 1,Entrance 1,2
male,06.09.2025 16:10:20,06.09.2025 16:17:52,Entrance 2,Entrance 1,1
male,06.09.2025 16:14:51,06.09.2025 16:18:24,Entrance 1,Entrance 1,1
female,06.09.2025 16:17:37,06.09.2025 16:22:18,Entrance 1,Entrance 2,1
female,06.09.2025 16:17:46,06.09.2025 16:22:31,Entrance 1,Entrance 2,1
female,06.09.2025 16:17:46,06.09.2025 16:22:35,Entrance 1,Entrance 2,1
male,06.09.2025 16:12:39,06.09.2025 16:22:39,Entrance 2,Entrance 1,1
female,06.09.2025 16:18:13,06.09.2025 16:24:22,Entrance 1,Entrance 1,2
male,06.09.2025 16:19:40,06.09.2025 16:24:27,Entrance 1,Entrance 1,2
male,06.09.2025 16:19:09,06.09.2025 16:25:34,Entrance 1,Entrance 1,2
female,06.09.2025 16:18:35,06.09.2025 16:25:49,Entrance 1,Entrance 1,2
male,06.09.2025 16:23:15,06.09.2025 16:26:15,Entrance 1,None,1
female,06.09.2025 16:17:55,06.09.2025 16:26:33,Entrance 1,Entrance 1,2
male,06.09.2025 16:26:01,06.09.2025 16:29:22,Entrance 1,Entrance 1,1
female,06.09.2025 16:26:01,06.09.2025 16:29:53,Entrance 1,Entrance 2,1
female,06.09.2025 16:22:49,06.09.2025 16:29:57,Entrance 1,None,2
male,06.09.2025 16:24:34,06.09.2025 16:30:00,Entrance 1,Entrance 1,2
male,06.09.2025 16:22:07,06.09.2025 16:32:07,Entrance 2,Entrance 2,1
female,06.09.2025 16:22:07,06.09.2025 16:32:07,Entrance 2,Entrance 1,1
male,06.09.2025 16:27:03,06.09.2025 16:32:18,Entrance 1,Entrance 1,1
male,06.09.2025 16:25:44,06.09.2025 16:33:20,Entrance 1,Entrance 1,2
car,06.09.2025 14:09:07,06.09.2025 16:34:15,None,None,1
female,06.09.2025 16:28:40,06.09.2025 16:34:55,Entrance 2,Entrance 1,1
female,06.09.2025 16:25:28,06.09.2025 16:35:28,Entrance 2,Entrance 2,1
male,06.09.2025 16:30:10,06.09.2025 16:36:21,Entrance 1,Entrance 1,2
male,06.09.2025 16:32:55,06.09.2025 16:36:27,None,Entrance 1,2
male,06.09.2025 16:33:21,06.09.2025 16:37:42,Entrance 1,Entrance 2,1
female,06.09.2025 16:34:50,06.09.2025 16:39:51,Entrance 1,Entrance 1,1
female,06.09.2025 16:34:24,06.09.2025 16:39:56,Entrance 1,Entrance 1,2
male,06.09.2025 16:33:42,06.09.2025 16:40:13,Entrance 1,Entrance 1,2
male,06.09.2025 16:35:18,06.09.2025 16:40:19,Entrance 1,Entrance 1,2
male,06.09.2025 16:36:26,06.09.2025 16:43:45,Entrance 1,Entrance 1,1
car,06.09.2025 15:51:05,06.09.2025 16:46:18,None,None,2
male,06.09.2025 16:43:25,06.09.2025 16:46:25,Entrance 1,Entrance 1,1
female,06.09.2025 16:40:00,06.09.2025 16:47:06,Entrance 1,Entrance 1,2
female,06.09.2025 16:37:20,06.09.2025 16:47:18,Entrance 2,Entrance 2,1
male,06.09.2025 16:44:00,06.09.2025 16:47:36,Entrance 1,Entrance 2,1
male,06.09.2025 16:40:09,06.09.2025 16:50:09,Entrance 2,Entrance 2,1
male,06.09.2025 16:44:32,06.09.2025 16:50:09,Entrance 1,Entrance 1,2
male,06.09.2025 16:43:57,06.09.2025 16:51:34,Entrance 1,Entrance 1,1
male,06.09.2025 16:44:27,06.09.2025 16:51:44,Entrance 2,Entrance 2,1
male,06.09.2025 16:46:46,06.09.2025 16:53:28,Entrance 2,Entrance 1,1
female,06.09.2025 16:48:13,06.09.2025 16:54:01,Entrance 2,Entrance 2,1
female,06.09.2025 16:51:54,06.09.2025 16:54:54,Entrance 1,Entrance 1,1
male,06.09.2025 16:50:58,06.09.2025 16:55:09,Entrance 1,Entrance 2,1
male,06.09.2025 16:53:24,06.09.2025 16:56:24,Entrance 1,Entrance 1,2
car,06.09.2025 15:17:55,06.09.2025 16:57:15,None,None,2
male,06.09.2025 16:55:56,06.09.2025 16:59:36,Entrance 1,Entrance 2,1
female,06.09.2025 16:50:35,06.09.2025 17:00:35,Entrance 1,Entrance 1,2
male,06.09.2025 16:55:05,06.09.2025 17:00:39,Entrance 1,Entrance 2,1
car,06.09.2025 15:26:56,06.09.2025 17:00:58,None,None,2
female,06.09.2025 16:56:20,06.09.2025 17:01:49,Entrance 1,Entrance 1,2
male,06.09.2025 16:56:07,06.09.2025 17:01:50,Entrance 1,None,2
female,06.09.2025 16:54:25,06.09.2025 17:01:52,Entrance 1,Entrance 1,1
male,06.09.2025 16:58:36,06.09.2025 17:03:07,Entrance 1,Entrance 1,2
male,06.09.2025 16:59:48,06.09.2025 17:04:01,Entrance 1,Entrance 2,1
male,06.09.2025 16:57:38,06.09.2025 17:04:03,Entrance 1,Entrance 2,1
male,06.09.2025 17:00:02,06.09.2025 17:04:31,Entrance 1,Entrance 1,1
male,06.09.2025 16:57:53,06.09.2025 17:04:38,Entrance 1,Entrance 2,1
male,06.09.2025 17:01:12,06.09.2025 17:06:27,Entrance 1,Entrance 1,1
female,06.09.2025 17:04:17,06.09.2025 17:07:17,Entrance 1,Entrance 1,2
female,06.09.2025 17:00:31,06.09.2025 17:07:43,Entrance 1,Entrance 1,2
male,06.09.2025 17:03:01,06.09.2025 17:08:17,Entrance 2,Entrance 1,1
male,06.09.2025 17:03:57,06.09.2025 17:08:37,Entrance 1,Entrance 1,2
male,06.09.2025 17:06:00,06.09.2025 17:09:00,None,Entrance 2,1
male,06.09.2025 17:03:48,06.09.2025 17:09:02,Entrance 1,Entrance 1,2
male,06.09.2025 17:03:00,06.09.2025 17:09:18,Entrance 2,None,1
male,06.09.2025 17:00:56,06.09.2025 17:10:09,Entrance 2,Entrance 1,1
female,06.09.2025 17:05:35,06.09.2025 17:10:47,Entrance 1,Entrance 2,1
female,06.09.2025 17:05:29,06.09.2025 17:11:53,Entrance 2,Entrance 1,1
male,06.09.2025 17:06:46,06.09.2025 17:13:08,Entrance 1,Entrance 2,1
male,06.09.2025 17:08:59,06.09.2025 17:13:09,Entrance 1,Entrance 1,1
male,06.09.2025 17:09:45,06.09.2025 17:13:27,Entrance 1,None,1
female,06.09.2025 17:05:15,06.09.2025 17:13:32,Entrance 1,Entrance 1,2
female,06.09.2025 17:05:51,06.09.2025 17:13:35,Entrance 2,Entrance 2,1
male,06.09.2025 17:08:21,06.09.2025 17:14:09,Entrance 1,Entrance 1,1
female,06.09.2025 17:04:53,06.09.2025 17:14:53,Entrance 2,Entrance 2,1
male,06.09.2025 17:09:12,06.09.2025 17:15:36,Entrance 1,Entrance 1,1
female,06.09.2025 17:10:27,06.09.2025 17:16:15,Entrance 1,Entrance 1,2
male,06.09.2025 17:09:33,06.09.2025 17:16:56,Entrance 1,Entrance 1,1
male,06.09.2025 17:10:26,06.09.2025 17:17:14,Entrance 2,Entrance 1,1
male,06.09.2025 17:08:54,06.09.2025 17:17:41,Entrance 2,Entrance 1,1
car,06.09.2025 14:53:42,06.09.2025 17:18:03,None,None,2
male,06.09.2025 17:09:38,06.09.2025 17:18:15,Entrance 2,Entrance 2,1
male,06.09.2025 17:12:35,06.09.2025 17:18:15,Entrance 2,Entrance 2,1
female,06.09.2025 17:12:54,06.09.2025 17:19:16,Entrance 1,Entrance 1,2
male,06.09.2025 17:14:19,06.09.2025 17:19:40,Entrance 1,Entrance 1,2
female,06.09.2025 17:13:36,06.09.2025 17:20:03,Entrance 1,Entrance 1,1
female,06.09.2025 17:13:27,06.09.2025 17:20:45,Entrance 1,Entrance 2,1
female,06.09.2025 17:14:40,06.09.2025 17:21:03,Entrance 1,Entrance 1,2
female,06.09.2025 17:15:25,06.09.2025 17:21:03,Entrance 2,Entrance 1,1
male,06.09.2025 17:11:03,06.09.2025 17:21:03,Entrance 2,Entrance 1,1
male,06.09.2025 17:16:19,06.09.2025 17:22:24,Entrance 1,Entrance 1,2
male,06.09.2025 17:15:57,06.09.2025 17:22:30,Entrance 1,Entrance 1,2
male,06.09.2025 17:19:25,06.09.2025 17:23:11,Entrance 1,Entrance 1,2
male,06.09.2025 17:14:38,06.09.2025 17:23:41,Entrance 1,None,2
female,06.09.2025 17:16:31,06.09.2025 17:24:37,Entrance 1,Entrance 1,2
male,06.09.2025 17:17:21,06.09.2025 17:25:03,Entrance 2,Entrance 2,1
car,06.09.2025 16:19:41,06.09.2025 17:25:21,None,None,1
male,06.09.2025 17:21:19,06.09.2025 17:25:45,Entrance 1,Entrance 1,1
male,06.09.2025 17:20:29,06.09.2025 17:27:15,Entrance 2,Entrance 1,1
male,06.09.2025 17:19:02,06.09.2025 17:27:16,Entrance 1,Entrance 1,1
male,06.09.2025 17:22:26,06.09.2025 17:27:22,Entrance 1,Entrance 1,1
female,06.09.2025 17:24:47,06.09.2025 17:28:01,Entrance 1,Entrance 2,1
male,06.09.2025 17:22:01,06.09.2025 17:28:07,Entrance 1,Entrance 1,2
female,06.09.2025 17:21:39,06.09.2025 17:28:45,Entrance 2,Entrance 1,1
male,06.09.2025 17:24:21,06.09.2025 17:28:58,Entrance 1,Entrance 2,1
male,06.09.2025 17:27:00,06.09.2025 17:30:23,Entrance 1,None,1
female,06.09.2025 17:29:05,06.09.2025 17:33:12,Entrance 1,Entrance 2,1
male,06.09.2025 17:28:33,06.09.2025 17:33:18,Entrance 1,Entrance 1,2
male,06.09.2025 17:26:55,06.09.2025 17:34:12,Entrance 2,Entrance 1,1
male,06.09.2025 17:30:04,06.09.2025 17:34:23,Entrance 1,Entrance 2,1
female,06.09.2025 17:28:52,06.09.2025 17:36:15,Entrance 1,Entrance 1,2
male,06.09.2025 17:33:46,06.09.2025 17:36:46,Entrance 1,Entrance 1,1
car,06.09.2025 17:01:12,06.09.2025 17:36:50,None,None,1
